Period  Prob
       0.1 4.6320326028093314e-05
0.10106744400997844 4.8155408802841644e-05
0.10214628238710126 5.0052552224528544e-05
0.10323663675985803 5.2013382462306296e-05
0.10433863005505432 5.4039548601296486e-05
0.10545238651167059 5.6132722142617904e-05
0.10657803169486872 5.829459646122934e-05
0.10771569251014852 6.052688622070588e-05
0.10886549721765489 6.283132674410029e-05
0.11002757544663798 6.520967334007715e-05
0.11120205821006762 6.76637005835421e-05
0.11238907791940372 7.019520155003251e-05
0.11358876839952439 7.280598700317525e-05
0.1148012649038134 7.549788453456561e-05
0.11602670412940866 7.827273765546888e-05
0.11726522423261343 8.113240483979765e-05
0.11851696484447224 8.407875851787267e-05
0.1197820670865128 8.711368402053098e-05
0.12106067358665613 9.02390784732047e-05
0.12235292849529644 9.345684963966047e-05
0.12365897750155268 9.676891471514619e-05
0.12497896784969359 0.0001001771990687701
0.126313048355738 0.00010368363493499898
0.1276613694242325 0.0001072901600542414
0.12902408306520793 0.00011099871626255514
0.1304013429113171 0.0001148112480305964
0.1317933042351554 0.00011872970095200936
0.13320012396676623 0.0001227560201815396
0.1346219607113333 0.00012689214882323643
0.13605897476706197 0.00013114002626920046
0.13751132814325104 0.00013550158648942086
0.13897918457855796 0.0001399787562733383
0.1404627095594587 0.00014457345342386323
0.14196207033890454 0.00014928758490467386
0.14347743595517853 0.0001541230449417193
0.14500897725095274 0.00015908171307994122
0.14655686689254901 0.00016416545219634116
0.1481212793894056 0.00016937610647060954
0.14970239111375125 0.0001747154993146401
0.15130038032048945 0.0001801854312623556
0.15291542716729511 0.00018578767782137127
0.15454771373492535 0.00019152398728813214
0.15619742404774742 0.00019739607852825434
0.15786474409448575 0.0002034056387239181
0.15954986184919012 0.00020955432109025031
0.1612529672924282 0.00021584374256275032
0.1629742524327037 0.00022227548145790658
0.16471391132810373 0.00022885107510926106
0.16647214010817676 0.00023557201748127392
0.1682491369960444 0.0002424397567634481
0.17004510233074913 0.0002494556929472651
0.1718602385898404 0.0002566211753885849
0.1736947504122023 0.0002639375003582609
0.17554884462112436 0.00027140590858380347
0.1774227302476189 0.00027902758278503073
0.17931661855398728 0.0002868036452067219
0.1812307230576377 0.00029473515515138026
0.18316525955515706 0.00030282310651529195
0.18512044614664006 0.0003110684253311498
0.1870965032602777 0.0003194719673205799
0.18909365367720865 0.0003280345154599879
0.19111212255663537 0.00033675677756320584
0.19315213746120882 0.00034563938388448097
0.19521392838268387 0.00035468288474541326
0.1972977277678484 0.0003638877481894962
0.19940377054472988 0.0003732543576679712
0.20153229414908072 0.00038278300976073696
0.20368353855114726 0.0003924739119361138
0.2058577462827236 0.00040232718035327595
0.20805516246449512 0.00041234283771120553
0.2102760348336733 0.0004225208111480348
0.2125206137719255 0.0004328609301946649
0.21478915233360332 0.00044336292478655245
0.21708190627427182 0.00045402642333756304
0.21939913407954353 0.00046485095087977915
0.22174109699422018 0.0004758359272731501
0.22410805905174547 0.0004869806654888397
0.22650028710397224 0.0004982843699701158
0.22891805085124756 0.000509746135074585
0.23136162287281858 0.0005213649436015412
0.2338312786575634 0.0005331396654081454
0.2363272966350496 0.0005450690561181151
0.2388499582069244 0.0005571517559265097
0.2413995477786402 0.0005693862885041762
0.24397635279151833 0.000581771060005295
0.24658066375515525 0.0005943043581814193
0.24921277428017477 0.0006069843516052959
0.25187298111132955 0.0006198090890076506
0.2545615841609566 0.0006327764987300461
0.2572788865427889 0.0006458843882967639
0.2600251946061291 0.0006591304441085829
0.262800817970387 0.0006725122312611871
0.2656060695599863 0.0006860271934907907
0.2684412656396435 0.000699672653249446
0.27130672585002413 0.0007134458119123522
0.27420277324377884 0.0007273437501193178
0.2771297343219643 0.0007413634282523876
0.2800879390708533 0.0007555016870514683
0.28307772099913714 0.0007697552483696267
0.2860994171755259 0.0007841207160695522
0.2891533682667493 0.0007985945770624973
0.29223991857596365 0.0008131732024908248
0.2953594160815686 0.0008278528490551026
0.2985122124764386 0.0008426296604864877
0.3016986632075725 0.0008574996691649429
0.3049191275161668 0.0008724587978836362
0.30817396847811657 0.0008875028617596544
0.31146355304494905 0.0009026275702909718
0.3147882520851934 0.0009178285295593752
0.3181484404261926 0.00093310124457887
0.3215444968963618 0.0009484411217888489
0.32497680436789733 0.0009638434716910994
0.3284457497999418 0.0009793035116294996
0.33195172428221 0.0009948163687110623
0.3354951230790806 0.0010103770828667226
0.33907634567415806 0.0010259806100500857
0.3426957958153107 0.0010416218255721152
0.34635388156018904 0.0010572955275695314
0.35005101532223115 0.0010729964406044732
0.353787613917157 0.0010887192193927496
0.35756409860996136 0.0011044584526578346
0.36138089516240673 0.0011202086671075002
0.3652384338810243 0.0011359643315298146
0.36913714966562644 0.0011517198610050126
0.3730774820583372 0.0011674696212295628
0.3770598752931473 0.0011832079329485458
0.38108477834599624 0.0011989290764922683
0.38515264498539015 0.0012146272964128804
0.3892639338235602 0.0012302968062165628
0.3934191083681661 0.0012459317931866635
0.3976186370745528 0.001261526423293056
0.40186299339856313 0.0012770748461827506
0.406152655849916 0.0012925712002467135
0.41048810804615427 0.001308009617757661
0.4148698387671668 0.0013233842300734526
0.41929834201029414 0.0013386891729006204
0.4237741170460219 0.0013539185916123999
0.4282976684742686 0.0013690666466155469
0.4328695062812746 0.00138412751876011
0.43749014589709734 0.0013990954147862298
0.4421601082537217 0.001413964572801943
0.4468799198437902 0.0014287292677859326
0.4516501127799592 0.0014433838171090012
0.45647122485488983 0.0014579225860681315
0.46134379960187855 0.0014723399934267784
0.4662683863561356 0.0014866305169551504
0.4712455403167174 0.001500788698964099
0.4762758226091187 0.0015148091518262722
0.48135980034853526 0.0015286865634781574
0.48649804670379987 0.0015424157028966269
0.49169114096200167 0.0015559914255436442
0.4969396685937953 0.0015694086787727513
0.5022442213194063 0.0015826625071910458
0.5076053971753431 0.0015957480579703333
0.5130238005818187 0.0016086605861012477
